timestamp,timestamp_hour,city,lat,lon,temperature,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2026-09-21 04:07:18,2026-09-21 04:00:00,Agadir,30.4278,-9.5981,22.06,22.12,69,1018,0.59,102,87,Clouds,overcast clouds,3,111.55,0.0,0.87,63.67,0.18,14.49,52.39,0.52
2026-09-21 04:06:58,2026-09-21 04:00:00,Casablanca,33.5731,-7.5898,22.89,23.53,88,1018,0.51,0,0,Clear,clear sky,2,105.64,0.0,1.53,70.05,2.76,13.13,37.43,0.0
2026-09-21 04:07:13,2026-09-21 04:00:00,Fes,34.0331,-5.0003,20.08,19.92,68,1022,1.54,110,0,Clear,clear sky,1,81.63,0.0,1.29,37.03,0.32,8.07,18.75,0.57
2026-09-21 04:07:29,2026-09-21 04:00:00,Karia Ba Mohamed,34.3667,-5.2139,23.06,23.09,64,1020,4.0,105,0,Clear,clear sky,2,89.04,0.0,1.66,44.94,0.99,10.35,24.11,0.6
2026-09-21 04:07:08,2026-09-21 04:00:00,Marrakech,31.6295,-7.9811,27.98,27.58,39,1019,0.51,0,21,Clouds,few clouds,3,92.98,0.0,1.24,47.39,0.19,20.13,67.89,0.64
2026-09-21 04:07:03,2026-09-21 04:00:00,Rabat,34.0209,-6.8416,18.37,18.72,94,1018,0.0,0,0,Clear,clear sky,2,112.82,0.0,2.14,74.55,5.25,15.62,30.6,0.0
2026-09-21 04:07:23,2026-09-21 04:00:00,Tanger,35.7595,-5.834,24.74,25.07,69,1020,12.86,80,5,Clear,clear sky,2,128.81,0.0,2.5,60.41,1.56,11.81,23.44,0.35
2026-09-21 10:30:38,2026-09-21 10:00:00,Agadir,30.4278,-9.5981,34.06,35.53,40,1018,2.93,299,11,Clouds,few clouds,3,109.55,0.27,1.9,72.55,0.39,17.48,68.77,0.88
2026-09-21 10:30:16,2026-09-21 10:00:00,Casablanca,33.5731,-7.5898,30.01,31.22,51,1019,1.03,110,0,Clear,clear sky,3,95.93,0.22,1.18,94.77,2.88,14.89,53.94,0.0
2026-09-21 10:30:32,2026-09-21 10:00:00,Fes,34.0331,-5.0003,29.08,28.88,42,1022,3.09,60,1,Clear,clear sky,3,78.79,0.04,0.16,73.38,0.45,13.91,58.29,0.0
2026-09-21 10:30:49,2026-09-21 10:00:00,Karia Ba Mohamed,34.3667,-5.2139,31.83,31.4,36,1020,3.82,109,0,Clear,clear sky,3,80.68,0.04,0.2,77.0,0.48,14.46,62.12,0.0
2026-09-21 10:30:27,2026-09-21 10:00:00,Marrakech,31.6295,-7.9811,33.98,33.44,31,1021,1.03,0,41,Clouds,scattered clouds,3,87.65,0.03,0.15,71.68,0.05,18.52,85.28,0.14
2026-09-21 10:30:21,2026-09-21 10:00:00,Rabat,34.0209,-6.8416,31.37,31.72,42,1020,0.0,0,0,Clear,clear sky,2,86.68,0.1,0.54,88.89,1.59,11.61,46.19,0.0
2026-09-21 10:30:43,2026-09-21 10:00:00,Tanger,35.7595,-5.834,28.74,29.44,51,1022,10.8,90,18,Clouds,few clouds,2,121.3,0.44,2.19,88.77,3.01,9.48,24.08,0.09
2026-09-21 16:53:08,2026-09-21 16:00:00,Agadir,30.4278,-9.5981,37.06,37.02,27,1016,6.38,335,51,Clouds,broken clouds,3,116.05,0.12,1.09,73.18,0.48,20.57,63.42,0.0
2026-09-21 16:52:46,2026-09-21 16:00:00,Casablanca,33.5731,-7.5898,30.01,30.33,45,1017,3.09,60,9,Clear,clear sky,3,89.63,0.09,0.98,103.31,5.25,16.88,55.56,0.0
2026-09-21 16:53:02,2026-09-21 16:00:00,Fes,34.0331,-5.0003,35.08,32.73,16,1018,3.6,0,22,Clouds,few clouds,3,79.81,0.04,0.41,75.14,0.59,16.77,66.14,0.0
2026-09-21 16:53:19,2026-09-21 16:00:00,Karia Ba Mohamed,34.3667,-5.2139,34.08,31.8,17,1017,4.16,296,7,Clear,clear sky,3,83.01,0.05,0.54,79.48,1.07,19.02,75.52,0.0
2026-09-21 16:52:57,2026-09-21 16:00:00,Marrakech,31.6295,-7.9811,37.98,35.86,16,1017,7.72,280,2,Clear,clear sky,3,85.85,0.01,0.38,74.56,0.24,19.6,77.09,0.01
2026-09-21 16:52:51,2026-09-21 16:00:00,Rabat,34.0209,-6.8416,30.37,31.27,48,1017,3.6,340,0,Clear,clear sky,3,99.38,0.2,2.89,113.62,9.45,21.3,54.23,0.0
2026-09-21 16:53:13,2026-09-21 16:00:00,Tanger,35.7595,-5.834,27.74,28.5,54,1019,11.32,80,9,Clear,clear sky,3,108.54,0.17,1.99,107.5,1.77,8.74,21.07,0.01
2026-09-21 20:53:16,2026-09-21 20:00:00,Agadir,30.4278,-9.5981,29.06,28.18,34,1017,3.59,12,1,Clear,clear sky,3,110.08,0.0,0.84,73.72,0.41,20.88,65.2,0.0
2026-09-21 20:52:54,2026-09-21 20:00:00,Casablanca,33.5731,-7.5898,25.0,25.46,73,1018,1.03,80,0,Clear,clear sky,2,109.31,0.0,3.27,96.89,8.13,21.27,44.7,0.0
2026-09-21 20:53:10,2026-09-21 20:00:00,Fes,34.0331,-5.0003,26.08,26.08,25,1020,1.54,170,0,Clear,clear sky,3,83.24,0.0,1.11,74.89,1.34,18.29,66.16,0.1
2026-09-21 20:53:27,2026-09-21 20:00:00,Karia Ba Mohamed,34.3667,-5.2139,27.11,27.0,41,1019,1.71,42,1,Clear,clear sky,3,88.68,0.0,1.84,77.11,1.96,17.29,60.9,0.11
2026-09-21 20:53:05,2026-09-21 20:00:00,Marrakech,31.6295,-7.9811,30.98,29.2,23,1020,2.57,300,1,Clear,clear sky,4,89.76,0.0,0.76,64.8,0.31,26.36,101.38,0.03
2026-09-21 20:52:59,2026-09-21 20:00:00,Rabat,34.0209,-6.8416,22.37,22.44,68,1018,0.0,0,5,Clear,clear sky,2,111.49,0.0,5.48,96.28,8.61,17.92,41.23,0.0
2026-09-21 20:53:21,2026-09-21 20:00:00,Tanger,35.7595,-5.834,24.74,24.86,61,1020,10.8,80,1,Clear,clear sky,2,125.35,0.0,3.79,89.08,1.39,8.24,21.98,0.18
2026-09-21 23:56:05,2026-09-21 23:00:00,Agadir,30.4278,-9.5981,25.06,24.82,46,1017,1.97,87,2,Clear,clear sky,4,106.67,0.0,0.66,68.58,0.31,28.21,107.46,0.0
2026-09-21 23:55:44,2026-09-21 23:00:00,Casablanca,33.5731,-7.5898,23.95,24.31,73,1018,1.54,290,1,Clear,clear sky,2,113.85,0.0,3.14,76.14,4.61,21.27,44.21,0.0
2026-09-21 23:56:00,2026-09-21 23:00:00,Fes,34.0331,-5.0003,22.08,21.26,35,1020,0.51,0,0,Clear,clear sky,3,84.08,0.0,1.42,64.44,1.11,16.64,50.61,0.27
2026-09-21 23:56:15,2026-09-21 23:00:00,Karia Ba Mohamed,34.3667,-5.2139,25.53,25.37,47,1018,3.67,94,0,Clear,clear sky,2,89.29,0.0,2.07,65.38,1.52,15.62,48.79,0.27
2026-09-21 23:55:54,2026-09-21 23:00:00,Marrakech,31.6295,-7.9811,27.98,27.18,32,1020,2.57,180,0,Clear,clear sky,3,91.49,0.0,1.7,49.15,0.4,26.46,85.73,0.23
2026-09-21 23:55:49,2026-09-21 23:00:00,Rabat,34.0209,-6.8416,18.37,18.56,88,1017,0.0,0,0,Clear,clear sky,2,110.98,0.0,4.54,82.28,5.79,16.0,39.05,0.05
2026-09-21 23:56:10,2026-09-21 23:00:00,Tanger,35.7595,-5.834,24.74,24.65,53,1018,8.23,60,5,Clear,clear sky,2,131.35,0.0,3.85,80.99,1.63,8.42,22.32,0.36
2026-09-22 04:12:30,2026-09-22 04:00:00,Agadir,30.4278,-9.5981,22.06,21.57,48,1014,1.58,77,98,Clouds,overcast clouds,4,103.31,0.0,0.39,57.25,0.28,40.68,142.14,0.01
2026-09-22 04:12:09,2026-09-22 04:00:00,Casablanca,33.5731,-7.5898,20.78,21.37,94,1017,0.51,0,0,Clear,clear sky,3,110.61,0.0,2.12,55.66,2.14,21.67,54.09,0.0
2026-09-22 04:12:25,2026-09-22 04:00:00,Fes,34.0331,-5.0003,18.08,17.38,55,1019,2.57,210,11,Clouds,few clouds,2,82.65,0.0,1.21,42.53,0.35,15.6,39.44,0.51
2026-09-22 04:12:41,2026-09-22 04:00:00,Karia Ba Mohamed,34.3667,-5.2139,22.14,21.82,54,1017,2.91,99,4,Clear,clear sky,2,87.53,0.0,1.58,44.17,0.65,15.75,42.42,0.49
2026-09-22 04:12:19,2026-09-22 04:00:00,Marrakech,31.6295,-7.9811,21.98,21.43,46,1018,1.54,80,0,Clear,clear sky,3,91.47,0.0,1.3,39.95,0.31,25.55,82.37,0.47
2026-09-22 04:12:14,2026-09-22 04:00:00,Rabat,34.0209,-6.8416,21.37,22.17,100,1016,1.54,210,0,Clear,clear sky,2,111.1,0.0,2.76,58.39,2.35,16.34,38.12,0.31
2026-09-22 04:12:35,2026-09-22 04:00:00,Tanger,35.7595,-5.834,23.74,23.74,60,1017,8.23,70,2,Clear,clear sky,2,124.59,0.0,2.31,68.74,1.29,8.63,22.76,0.29
2026-09-22 09:42:31,2026-09-22 09:00:00,Agadir,30.4278,-9.5981,33.06,32.88,35,1016,1.2,203,96,Clouds,overcast clouds,4,104.25,0.34,1.44,49.09,0.32,43.63,157.73,0.32
2026-09-22 09:42:09,2026-09-22 09:00:00,Casablanca,33.5731,-7.5898,25.0,25.85,88,1017,1.03,0,18,Clouds,few clouds,3,104.04,0.37,2.01,97.74,8.66,22.96,84.32,0.0
2026-09-22 09:42:25,2026-09-22 09:00:00,Fes,34.0331,-5.0003,28.08,27.67,39,1019,2.06,20,0,Clear,clear sky,3,81.25,0.07,0.3,74.59,1.08,18.48,72.35,0.01
2026-09-22 09:42:41,2026-09-22 09:00:00,Karia Ba Mohamed,34.3667,-5.2139,30.14,29.22,34,1018,3.05,110,17,Clouds,few clouds,3,83.58,0.1,0.47,77.41,1.18,17.94,71.65,0.02
2026-09-22 09:42:20,2026-09-22 09:00:00,Marrakech,31.6295,-7.9811,30.98,29.62,29,1018,2.06,80,0,Clear,clear sky,3,90.96,0.09,0.37,68.31,0.08,17.5,63.81,0.03
2026-09-22 09:42:15,2026-09-22 09:00:00,Rabat,34.0209,-6.8416,26.37,26.37,73,1018,2.06,310,9,Clear,clear sky,3,103.2,0.66,3.06,80.93,4.67,17.89,65.12,0.02
2026-09-22 09:42:36,2026-09-22 09:00:00,Tanger,35.7595,-5.834,27.74,27.57,42,1019,9.26,80,12,Clouds,few clouds,2,127.11,0.73,3.28,76.9,2.97,9.98,24.8,0.13
2026-09-22 14:30:22,2026-09-22 14:00:00,Agadir,30.4278,-9.5981,34.06,32.73,26,1013,6.71,355,87,Clouds,overcast clouds,4,108.02,0.14,0.81,73.12,0.49,29.61,106.96,0.0
2026-09-22 14:30:00,2026-09-22 14:00:00,Casablanca,33.5731,-7.5898,29.01,30.75,58,1016,2.06,10,89,Clouds,overcast clouds,3,89.15,0.08,0.4,98.16,3.31,15.21,58.36,0.0
2026-09-22 14:30:17,2026-09-22 14:00:00,Fes,34.0331,-5.0003,34.08,31.88,18,1016,4.12,360,0,Clear,clear sky,3,78.67,0.04,0.19,81.72,0.87,16.21,60.37,0.0
2026-09-22 14:30:33,2026-09-22 14:00:00,Karia Ba Mohamed,34.3667,-5.2139,34.51,32.32,18,1015,3.52,286,0,Clear,clear sky,3,82.3,0.05,0.26,85.91,1.25,16.96,62.91,0.0
2026-09-22 14:30:11,2026-09-22 14:00:00,Marrakech,31.6295,-7.9811,36.98,34.74,16,1015,2.06,0,0,Clear,clear sky,3,90.18,0.04,0.21,69.34,0.07,17.11,66.9,0.0
2026-09-22 14:30:06,2026-09-22 14:00:00,Rabat,34.0209,-6.8416,29.37,31.34,58,1015,2.57,290,99,Clouds,overcast clouds,3,87.95,0.14,0.78,98.19,2.65,15.31,57.64,0.0
2026-09-22 14:30:27,2026-09-22 14:00:00,Tanger,35.7595,-5.834,30.74,29.38,29,1017,9.77,70,50,Clouds,scattered clouds,3,125.5,0.16,1.17,115.89,2.24,12.98,24.64,0.0
2026-09-22 18:37:43,2026-09-22 18:00:00,Agadir,30.4278,-9.5981,32.06,30.38,25,1013,5.54,348,73,Clouds,broken clouds,3,104.9,0.0,0.85,80.58,0.88,23.35,69.58,0.0
2026-09-22 18:37:21,2026-09-22 18:00:00,Casablanca,33.5731,-7.5898,26.01,26.01,65,1015,2.02,258,92,Clouds,overcast clouds,2,92.52,0.0,2.13,96.6,5.16,12.12,45.46,0.0
2026-09-22 18:37:37,2026-09-22 18:00:00,Fes,34.0331,-5.0003,32.08,30.0,19,1016,2.06,350,6,Clear,clear sky,3,82.03,0.0,0.88,83.71,1.64,16.23,54.14,0.0
2026-09-22 18:37:53,2026-09-22 18:00:00,Karia Ba Mohamed,34.3667,-5.2139,28.99,27.62,25,1015,2.0,290,7,Clear,clear sky,2,89.03,0.0,1.48,89.13,2.45,15.76,49.75,0.0
2026-09-22 18:37:32,2026-09-22 18:00:00,Marrakech,31.6295,-7.9811,35.98,33.77,17,1015,2.06,320,0,Clear,clear sky,3,90.4,0.0,0.76,68.25,0.46,16.31,59.16,0.0
2026-09-22 18:37:26,2026-09-22 18:00:00,Rabat,34.0209,-6.8416,25.37,26.0,78,1015,2.06,290,100,Clouds,overcast clouds,3,108.99,0.0,5.3,103.93,6.07,13.47,36.45,0.0
2026-09-22 18:37:48,2026-09-22 18:00:00,Tanger,35.7595,-5.834,27.74,26.83,28,1017,7.72,70,1,Clear,clear sky,3,123.62,0.0,3.8,101.91,1.45,11.58,25.29,0.03
2026-09-22 21:53:15,2026-09-22 21:00:00,Agadir,30.4278,-9.5981,27.06,26.46,30,1014,5.41,360,1,Clear,clear sky,3,107.73,0.0,1.01,76.5,0.8,24.94,67.84,0.0
2026-09-22 21:52:54,2026-09-22 21:00:00,Casablanca,33.5731,-7.5898,22.89,23.53,88,1016,1.54,310,51,Clouds,broken clouds,2,105.56,0.0,2.92,88.35,4.38,10.81,34.79,0.0
2026-09-22 21:53:10,2026-09-22 21:00:00,Fes,34.0331,-5.0003,24.08,23.35,31,1018,2.57,150,0,Clear,clear sky,2,87.09,0.0,1.5,76.47,1.71,14.82,41.96,0.09
2026-09-22 21:53:26,2026-09-22 21:00:00,Karia Ba Mohamed,34.3667,-5.2139,24.95,24.55,40,1017,0.55,72,0,Clear,clear sky,2,96.16,0.0,2.71,78.75,2.4,14.48,38.3,0.1
2026-09-22 21:53:05,2026-09-22 21:00:00,Marrakech,31.6295,-7.9811,30.98,29.46,27,1017,4.12,30,0,Clear,clear sky,3,92.99,0.0,1.93,60.4,0.99,17.48,56.15,0.11
2026-09-22 21:52:59,2026-09-22 21:00:00,Rabat,34.0209,-6.8416,19.37,19.97,100,1016,0.0,0,100,Clouds,overcast clouds,2,121.1,0.0,6.63,88.12,5.55,13.97,33.69,0.0
2026-09-22 21:53:20,2026-09-22 21:00:00,Tanger,35.7595,-5.834,24.74,24.34,41,1017,9.26,70,18,Clouds,few clouds,2,128.35,0.0,3.4,86.82,1.36,11.45,26.03,0.04
2026-09-23 00:09:24,2026-09-23 00:00:00,Agadir,30.4278,-9.5981,24.06,23.44,35,1014,2.47,94,3,Clear,clear sky,3,110.05,0.0,0.86,72.28,0.66,25.73,75.16,0.0
2026-09-23 00:09:02,2026-09-23 00:00:00,Casablanca,33.5731,-7.5898,21.84,22.53,94,1016,1.03,0,79,Clouds,broken clouds,2,109.85,0.0,3.17,74.24,2.68,11.36,34.35,0.06
2026-09-23 00:09:18,2026-09-23 00:00:00,Fes,34.0331,-5.0003,22.08,21.31,37,1019,3.09,200,0,Clear,clear sky,2,87.75,0.0,1.51,66.82,1.17,14.44,37.83,0.24
2026-09-23 00:09:34,2026-09-23 00:00:00,Karia Ba Mohamed,34.3667,-5.2139,23.43,22.79,37,1017,2.7,98,0,Clear,clear sky,2,96.41,0.0,2.65,66.71,1.69,14.46,36.06,0.26
2026-09-23 00:09:13,2026-09-23 00:00:00,Marrakech,31.6295,-7.9811,25.98,25.98,36,1018,1.54,260,0,Clear,clear sky,3,94.53,0.0,2.16,53.76,1.0,17.65,53.5,0.23
2026-09-23 00:09:07,2026-09-23 00:00:00,Rabat,34.0209,-6.8416,18.37,18.87,100,1016,0.0,0,96,Clouds,overcast clouds,2,120.87,0.0,5.95,80.97,5.25,13.97,34.72,0.2
2026-09-23 00:09:29,2026-09-23 00:00:00,Tanger,35.7595,-5.834,23.74,23.37,46,1016,7.72,90,26,Clouds,scattered clouds,2,129.54,0.0,3.05,79.69,1.28,11.19,24.75,0.04
2026-09-23 05:39:54,2026-09-23 05:00:00,Agadir,30.4278,-9.5981,21.06,20.21,38,1014,1.12,29,0,Clear,clear sky,3,110.53,0.0,0.84,71.63,0.61,24.52,69.6,0.0
2026-09-23 05:39:33,2026-09-23 05:00:00,Casablanca,33.5731,-7.5898,20.0,20.51,94,1016,1.54,200,84,Clouds,broken clouds,2,111.07,0.0,3.05,51.0,1.52,13.06,43.24,0.16
2026-09-23 05:39:49,2026-09-23 05:00:00,Fes,34.0331,-5.0003,17.08,16.1,48,1018,1.03,0,0,Clear,clear sky,2,84.07,0.0,1.41,43.67,0.28,13.61,29.33,0.49
2026-09-23 05:40:04,2026-09-23 05:00:00,Karia Ba Mohamed,34.3667,-5.2139,20.72,20.07,47,1017,1.79,101,0,Clear,clear sky,2,90.48,0.0,2.45,40.6,0.52,14.59,33.05,0.46
2026-09-23 05:39:43,2026-09-23 05:00:00,Marrakech,31.6295,-7.9811,21.98,21.36,43,1017,0.51,0,0,Clear,clear sky,2,94.79,0.0,2.38,52.53,1.03,16.22,46.85,0.89
2026-09-23 05:39:38,2026-09-23 05:00:00,Rabat,34.0209,-6.8416,20.37,21.07,100,1016,0.0,0,65,Clouds,broken clouds,2,118.13,0.0,4.68,59.96,3.19,13.92,38.72,0.53
2026-09-23 05:39:59,2026-09-23 05:00:00,Tanger,35.7595,-5.834,20.74,20.91,78,1018,4.12,90,33,Clouds,scattered clouds,2,131.13,0.0,2.46,74.55,2.6,14.08,29.67,0.03
2026-09-23 11:05:44,2026-09-23 11:00:00,Agadir,30.4278,-9.5981,37.06,38.46,32,1016,2.32,271,0,Clear,clear sky,3,113.53,0.29,1.49,79.04,0.72,24.68,70.37,0.0
2026-09-23 11:05:23,2026-09-23 11:00:00,Casablanca,33.5731,-7.5898,26.01,26.01,61,1018,1.03,0,4,Clear,clear sky,3,97.17,0.33,1.52,97.11,5.08,15.79,66.24,0.0
